File Path,Actual Species,Predicted Species,Confidence Score (%),Correct Prediction
/content/test/CREAM COLORED WOODPECKER/3.jpg,CREAM COLORED WOODPECKER,CREAM COLORED WOODPECKER,99.49,True
/content/test/CREAM COLORED WOODPECKER/4.jpg,CREAM COLORED WOODPECKER,CREAM COLORED WOODPECKER,96.77,True
/content/test/CREAM COLORED WOODPECKER/5.jpg,CREAM COLORED WOODPECKER,CREAM COLORED WOODPECKER,99.93,True
/content/test/CRESTED AUKLET/1.jpg,CRESTED AUKLET,CRESTED AUKLET,99.93,True
/content/test/CRESTED AUKLET/2.jpg,CRESTED AUKLET,CRESTED AUKLET,99.68,True
/content/test/CRESTED AUKLET/3.jpg,CRESTED AUKLET,CRESTED AUKLET,95.68,True
/content/test/CRESTED AUKLET/4.jpg,CRESTED AUKLET,CRESTED AUKLET,99.99,True
/content/test/CRESTED AUKLET/5.jpg,CRESTED AUKLET,CRESTED AUKLET,98.16,True
/content/test/CRESTED CARACARA/1.jpg,CRESTED CARACARA,CRESTED CARACARA,99.92,True
/content/test/CRESTED CARACARA/2.jpg,CRESTED CARACARA,CRESTED CARACARA,100.0,True
/content/test/CRESTED CARACARA/3.jpg,CRESTED CARACARA,CRESTED CARACARA,72.6,True
/content/test/CRESTED CARACARA/4.jpg,CRESTED CARACARA,CRESTED CARACARA,64.69,True
/content/test/CRESTED CARACARA/5.jpg,CRESTED CARACARA,CRESTED CARACARA,99.49,True
/content/test/CRESTED COUA/1.jpg,CRESTED COUA,CRESTED COUA,93.96,True
/content/test/CRESTED COUA/2.jpg,CRESTED COUA,CRESTED COUA,99.92,True
/content/test/CRESTED COUA/3.jpg,CRESTED COUA,CRESTED COUA,54.25,True
/content/test/CRESTED COUA/4.jpg,CRESTED COUA,CRESTED COUA,99.96,True
/content/test/CRESTED COUA/5.jpg,CRESTED COUA,CRESTED COUA,49.46,True
/content/test/CRESTED FIREBACK/1.jpg,CRESTED FIREBACK,CRESTED FIREBACK,64.23,True
/content/test/CRESTED FIREBACK/2.jpg,CRESTED FIREBACK,CRESTED FIREBACK,94.99,True
/content/test/CRESTED FIREBACK/3.jpg,CRESTED FIREBACK,ELLIOTS  PHEASANT,60.82,False
/content/test/CRESTED FIREBACK/4.jpg,CRESTED FIREBACK,CRESTED FIREBACK,79.53,True
/content/test/CRESTED FIREBACK/5.jpg,CRESTED FIREBACK,CRESTED FIREBACK,93.5,True
/content/test/CRESTED KINGFISHER/1.jpg,CRESTED KINGFISHER,CRESTED KINGFISHER,98.65,True
/content/test/CRESTED KINGFISHER/2.jpg,CRESTED KINGFISHER,CRESTED KINGFISHER,99.93,True
/content/test/CRESTED KINGFISHER/3.jpg,CRESTED KINGFISHER,CRESTED KINGFISHER,96.43,True
/content/test/CRESTED KINGFISHER/4.jpg,CRESTED KINGFISHER,CRESTED KINGFISHER,99.84,True
/content/test/CRESTED KINGFISHER/5.jpg,CRESTED KINGFISHER,CRESTED KINGFISHER,99.73,True
/content/test/CRESTED NUTHATCH/1.jpg,CRESTED NUTHATCH,BLACK-CAPPED CHICKADEE,54.8,False
/content/test/CRESTED NUTHATCH/2.jpg,CRESTED NUTHATCH,CRESTED NUTHATCH,35.48,True
/content/test/CRESTED NUTHATCH/3.jpg,CRESTED NUTHATCH,CRESTED NUTHATCH,72.46,True
/content/test/CRESTED NUTHATCH/4.jpg,CRESTED NUTHATCH,CRESTED NUTHATCH,95.67,True
/content/test/CRESTED NUTHATCH/5.jpg,CRESTED NUTHATCH,CRESTED NUTHATCH,86.07,True
/content/test/CRESTED OROPENDOLA/1.jpg,CRESTED OROPENDOLA,COMMON STARLING,71.29,False
/content/test/CRESTED OROPENDOLA/2.jpg,CRESTED OROPENDOLA,CRESTED OROPENDOLA,99.41,True
/content/test/CRESTED OROPENDOLA/3.jpg,CRESTED OROPENDOLA,CRESTED OROPENDOLA,94.01,True
/content/test/CRESTED OROPENDOLA/4.jpg,CRESTED OROPENDOLA,CRESTED OROPENDOLA,66.38,True
/content/test/CRESTED OROPENDOLA/5.jpg,CRESTED OROPENDOLA,CRESTED OROPENDOLA,28.86,True
/content/test/CRESTED SERPENT EAGLE/1.jpg,CRESTED SERPENT EAGLE,GREAT POTOO,75.58,False
/content/test/CRESTED SERPENT EAGLE/2.jpg,CRESTED SERPENT EAGLE,AUSTRALASIAN FIGBIRD,45.62,False
/content/test/CRESTED SERPENT EAGLE/3.jpg,CRESTED SERPENT EAGLE,CRESTED SERPENT EAGLE,93.87,True
/content/test/CRESTED SERPENT EAGLE/4.jpg,CRESTED SERPENT EAGLE,NORTHERN GOSHAWK,37.89,False
/content/test/CRESTED SERPENT EAGLE/5.jpg,CRESTED SERPENT EAGLE,OILBIRD,25.53,False
/content/test/CRESTED SHRIKETIT/1.jpg,CRESTED SHRIKETIT,CRESTED SHRIKETIT,82.74,True
/content/test/CRESTED SHRIKETIT/2.jpg,CRESTED SHRIKETIT,CRESTED SHRIKETIT,98.54,True
/content/test/CRESTED SHRIKETIT/3.jpg,CRESTED SHRIKETIT,CRESTED SHRIKETIT,86.52,True
/content/test/CRESTED SHRIKETIT/4.jpg,CRESTED SHRIKETIT,CRESTED SHRIKETIT,97.13,True
/content/test/CRESTED SHRIKETIT/5.jpg,CRESTED SHRIKETIT,CRESTED SHRIKETIT,66.72,True
/content/test/CRESTED WOOD PARTRIDGE/1.jpg,CRESTED WOOD PARTRIDGE,CRESTED WOOD PARTRIDGE,99.96,True
/content/test/CRESTED WOOD PARTRIDGE/2.jpg,CRESTED WOOD PARTRIDGE,CRESTED WOOD PARTRIDGE,47.5,True
/content/test/CRESTED WOOD PARTRIDGE/3.jpg,CRESTED WOOD PARTRIDGE,CRESTED WOOD PARTRIDGE,43.53,True
/content/test/CRESTED WOOD PARTRIDGE/4.jpg,CRESTED WOOD PARTRIDGE,CRESTED WOOD PARTRIDGE,99.2,True
/content/test/CRESTED WOOD PARTRIDGE/5.jpg,CRESTED WOOD PARTRIDGE,CRESTED WOOD PARTRIDGE,53.58,True
/content/test/CRIMSON CHAT/1.jpg,CRIMSON CHAT,CRIMSON CHAT,98.22,True
/content/test/CRIMSON CHAT/2.jpg,CRIMSON CHAT,CRIMSON CHAT,98.94,True
/content/test/CRIMSON CHAT/3.jpg,CRIMSON CHAT,CRIMSON CHAT,97.88,True
/content/test/CRIMSON CHAT/4.jpg,CRIMSON CHAT,CRIMSON CHAT,54.9,True
/content/test/CRIMSON CHAT/5.jpg,CRIMSON CHAT,CRIMSON CHAT,99.96,True
/content/test/CRIMSON SUNBIRD/1.jpg,CRIMSON SUNBIRD,CRIMSON SUNBIRD,99.42,True
/content/test/CRIMSON SUNBIRD/2.jpg,CRIMSON SUNBIRD,CRIMSON SUNBIRD,98.46,True
/content/test/CRIMSON SUNBIRD/3.jpg,CRIMSON SUNBIRD,CRIMSON SUNBIRD,89.77,True
/content/test/CRIMSON SUNBIRD/4.jpg,CRIMSON SUNBIRD,CRIMSON SUNBIRD,99.82,True
/content/test/CRIMSON SUNBIRD/5.jpg,CRIMSON SUNBIRD,CRIMSON SUNBIRD,96.52,True
/content/test/CROW/1.jpg,CROW,CROW,88.46,True
/content/test/CROW/2.jpg,CROW,CROW,96.93,True
/content/test/CROW/3.jpg,CROW,CROW,79.81,True
/content/test/CROW/4.jpg,CROW,CROW,65.47,True
/content/test/CROW/5.jpg,CROW,CROW,80.53,True
/content/test/CUBAN TODY/1.jpg,CUBAN TODY,CUBAN TODY,99.98,True
/content/test/CUBAN TODY/2.jpg,CUBAN TODY,CUBAN TODY,96.79,True
/content/test/CUBAN TODY/3.jpg,CUBAN TODY,CUBAN TODY,99.98,True
/content/test/CUBAN TODY/4.jpg,CUBAN TODY,CUBAN TODY,96.34,True
/content/test/CUBAN TODY/5.jpg,CUBAN TODY,CUBAN TODY,91.84,True
/content/test/CUBAN TROGON/1.jpg,CUBAN TROGON,CUBAN TROGON,99.98,True
/content/test/CUBAN TROGON/2.jpg,CUBAN TROGON,CUBAN TROGON,99.95,True
/content/test/CUBAN TROGON/3.jpg,CUBAN TROGON,CUBAN TROGON,98.12,True
/content/test/CUBAN TROGON/4.jpg,CUBAN TROGON,CUBAN TROGON,98.88,True
/content/test/CUBAN TROGON/5.jpg,CUBAN TROGON,CUBAN TROGON,99.73,True
/content/test/CURL CRESTED ARACURI/1.jpg,CURL CRESTED ARACURI,CURL CRESTED ARACURI,99.22,True
/content/test/CURL CRESTED ARACURI/2.jpg,CURL CRESTED ARACURI,CURL CRESTED ARACURI,99.56,True
/content/test/CURL CRESTED ARACURI/3.jpg,CURL CRESTED ARACURI,CURL CRESTED ARACURI,99.96,True
/content/test/CURL CRESTED ARACURI/4.jpg,CURL CRESTED ARACURI,CURL CRESTED ARACURI,97.58,True
/content/test/CURL CRESTED ARACURI/5.jpg,CURL CRESTED ARACURI,CURL CRESTED ARACURI,99.99,True
/content/test/D-ARNAUDS BARBET/1.jpg,D-ARNAUDS BARBET,D-ARNAUDS BARBET,99.76,True
/content/test/D-ARNAUDS BARBET/2.jpg,D-ARNAUDS BARBET,D-ARNAUDS BARBET,98.96,True
/content/test/D-ARNAUDS BARBET/3.jpg,D-ARNAUDS BARBET,D-ARNAUDS BARBET,96.26,True
/content/test/D-ARNAUDS BARBET/4.jpg,D-ARNAUDS BARBET,D-ARNAUDS BARBET,99.84,True
/content/test/D-ARNAUDS BARBET/5.jpg,D-ARNAUDS BARBET,D-ARNAUDS BARBET,45.53,True
/content/test/DALMATIAN PELICAN/1.jpg,DALMATIAN PELICAN,DALMATIAN PELICAN,100.0,True
/content/test/DALMATIAN PELICAN/2.jpg,DALMATIAN PELICAN,DALMATIAN PELICAN,100.0,True
/content/test/DALMATIAN PELICAN/3.jpg,DALMATIAN PELICAN,DALMATIAN PELICAN,100.0,True
/content/test/DALMATIAN PELICAN/4.jpg,DALMATIAN PELICAN,DALMATIAN PELICAN,100.0,True
/content/test/DALMATIAN PELICAN/5.jpg,DALMATIAN PELICAN,DALMATIAN PELICAN,100.0,True
/content/test/DARJEELING WOODPECKER/1.jpg,DARJEELING WOODPECKER,DARJEELING WOODPECKER,99.98,True
/content/test/DARJEELING WOODPECKER/2.jpg,DARJEELING WOODPECKER,DARJEELING WOODPECKER,56.6,True
/content/test/DARJEELING WOODPECKER/3.jpg,DARJEELING WOODPECKER,DARJEELING WOODPECKER,99.93,True
/content/test/DARJEELING WOODPECKER/4.jpg,DARJEELING WOODPECKER,DARJEELING WOODPECKER,99.8,True
/content/test/DARJEELING WOODPECKER/5.jpg,DARJEELING WOODPECKER,DARJEELING WOODPECKER,99.99,True
/content/test/DARK EYED JUNCO/1.jpg,DARK EYED JUNCO,DARK EYED JUNCO,77.37,True
/content/test/DARK EYED JUNCO/2.jpg,DARK EYED JUNCO,DARK EYED JUNCO,99.49,True
/content/test/DARK EYED JUNCO/3.jpg,DARK EYED JUNCO,DARK EYED JUNCO,99.93,True
/content/test/DARK EYED JUNCO/4.jpg,DARK EYED JUNCO,DARK EYED JUNCO,99.98,True
/content/test/DARK EYED JUNCO/5.jpg,DARK EYED JUNCO,DARK EYED JUNCO,100.0,True
/content/test/DAURIAN REDSTART/1.jpg,DAURIAN REDSTART,DAURIAN REDSTART,99.76,True
/content/test/DAURIAN REDSTART/2.jpg,DAURIAN REDSTART,DAURIAN REDSTART,61.52,True
/content/test/DAURIAN REDSTART/3.jpg,DAURIAN REDSTART,DAURIAN REDSTART,97.41,True
/content/test/DAURIAN REDSTART/4.jpg,DAURIAN REDSTART,DAURIAN REDSTART,26.2,True
/content/test/DAURIAN REDSTART/5.jpg,DAURIAN REDSTART,DAURIAN REDSTART,49.05,True
/content/test/DEMOISELLE CRANE/1.jpg,DEMOISELLE CRANE,DEMOISELLE CRANE,53.87,True
/content/test/DEMOISELLE CRANE/2.jpg,DEMOISELLE CRANE,DEMOISELLE CRANE,99.48,True
/content/test/DEMOISELLE CRANE/3.jpg,DEMOISELLE CRANE,DEMOISELLE CRANE,59.2,True
/content/test/DEMOISELLE CRANE/4.jpg,DEMOISELLE CRANE,DEMOISELLE CRANE,80.64,True
/content/test/DEMOISELLE CRANE/5.jpg,DEMOISELLE CRANE,DEMOISELLE CRANE,95.27,True
/content/test/DOUBLE BARRED FINCH/1.jpg,DOUBLE BARRED FINCH,DOUBLE BARRED FINCH,99.9,True
/content/test/DOUBLE BARRED FINCH/2.jpg,DOUBLE BARRED FINCH,DOUBLE BARRED FINCH,98.97,True
/content/test/DOUBLE BARRED FINCH/3.jpg,DOUBLE BARRED FINCH,DOUBLE BARRED FINCH,99.25,True
/content/test/DOUBLE BARRED FINCH/4.jpg,DOUBLE BARRED FINCH,DOUBLE BARRED FINCH,99.76,True
/content/test/DOUBLE BARRED FINCH/5.jpg,DOUBLE BARRED FINCH,DOUBLE BARRED FINCH,99.99,True
/content/test/DOUBLE BRESTED CORMARANT/1.jpg,DOUBLE BRESTED CORMARANT,NOISY FRIARBIRD,38.15,False
/content/test/DOUBLE BRESTED CORMARANT/2.jpg,DOUBLE BRESTED CORMARANT,DOUBLE BRESTED CORMARANT,95.86,True
/content/test/DOUBLE BRESTED CORMARANT/3.jpg,DOUBLE BRESTED CORMARANT,RED FACED CORMORANT,49.65,False
/content/test/DOUBLE BRESTED CORMARANT/4.jpg,DOUBLE BRESTED CORMARANT,DOUBLE BRESTED CORMARANT,77.05,True
/content/test/DOUBLE BRESTED CORMARANT/5.jpg,DOUBLE BRESTED CORMARANT,CRESTED AUKLET,93.81,False
/content/test/DOUBLE EYED FIG PARROT/1.jpg,DOUBLE EYED FIG PARROT,DOUBLE EYED FIG PARROT,91.46,True
/content/test/DOUBLE EYED FIG PARROT/2.jpg,DOUBLE EYED FIG PARROT,DOUBLE EYED FIG PARROT,98.76,True
/content/test/DOUBLE EYED FIG PARROT/3.jpg,DOUBLE EYED FIG PARROT,DOUBLE EYED FIG PARROT,75.36,True
/content/test/DOUBLE EYED FIG PARROT/4.jpg,DOUBLE EYED FIG PARROT,DOUBLE EYED FIG PARROT,99.44,True
/content/test/DOUBLE EYED FIG PARROT/5.jpg,DOUBLE EYED FIG PARROT,DOUBLE EYED FIG PARROT,98.33,True
/content/test/DOWNY WOODPECKER/1.jpg,DOWNY WOODPECKER,DOWNY WOODPECKER,84.8,True
/content/test/DOWNY WOODPECKER/2.jpg,DOWNY WOODPECKER,DOWNY WOODPECKER,99.76,True
/content/test/DOWNY WOODPECKER/3.jpg,DOWNY WOODPECKER,DOWNY WOODPECKER,99.93,True
/content/test/DOWNY WOODPECKER/4.jpg,DOWNY WOODPECKER,DOWNY WOODPECKER,99.92,True
/content/test/DOWNY WOODPECKER/5.jpg,DOWNY WOODPECKER,DARJEELING WOODPECKER,67.64,False
/content/test/DUNLIN/1.jpg,DUNLIN,DUNLIN,99.83,True
/content/test/DUNLIN/2.jpg,DUNLIN,DUNLIN,99.97,True
/content/test/DUNLIN/3.jpg,DUNLIN,DUNLIN,99.75,True
/content/test/DUNLIN/4.jpg,DUNLIN,DUNLIN,99.95,True
/content/test/DUNLIN/5.jpg,DUNLIN,DUNLIN,100.0,True
/content/test/DUSKY LORY/1.jpg,DUSKY LORY,DUSKY LORY,97.06,True
/content/test/DUSKY LORY/2.jpg,DUSKY LORY,DUSKY LORY,97.53,True
/content/test/DUSKY LORY/3.jpg,DUSKY LORY,DUSKY LORY,99.82,True
/content/test/DUSKY LORY/4.jpg,DUSKY LORY,DUSKY LORY,96.71,True
/content/test/DUSKY LORY/5.jpg,DUSKY LORY,DUSKY LORY,99.61,True
/content/test/DUSKY ROBIN/1.jpg,DUSKY ROBIN,DUSKY ROBIN,91.38,True
/content/test/DUSKY ROBIN/2.jpg,DUSKY ROBIN,EASTERN WIP POOR WILL,21.7,False
/content/test/DUSKY ROBIN/3.jpg,DUSKY ROBIN,DUSKY ROBIN,36.31,True
/content/test/DUSKY ROBIN/4.jpg,DUSKY ROBIN,CHIPPING SPARROW,93.17,False
/content/test/DUSKY ROBIN/5.jpg,DUSKY ROBIN,CRIMSON CHAT,33.61,False
/content/test/EARED PITA/1.jpg,EARED PITA,EARED PITA,99.97,True
/content/test/EARED PITA/2.jpg,EARED PITA,EARED PITA,99.74,True
/content/test/EARED PITA/3.jpg,EARED PITA,EARED PITA,99.77,True
/content/test/EARED PITA/4.jpg,EARED PITA,EARED PITA,97.66,True
/content/test/EARED PITA/5.jpg,EARED PITA,EARED PITA,96.37,True
/content/test/EASTERN BLUEBIRD/1.jpg,EASTERN BLUEBIRD,EASTERN BLUEBIRD,98.51,True
/content/test/EASTERN BLUEBIRD/2.jpg,EASTERN BLUEBIRD,EASTERN BLUEBIRD,99.59,True
/content/test/EASTERN BLUEBIRD/3.jpg,EASTERN BLUEBIRD,EASTERN BLUEBIRD,99.97,True
/content/test/EASTERN BLUEBIRD/4.jpg,EASTERN BLUEBIRD,EASTERN BLUEBIRD,97.71,True
/content/test/EASTERN BLUEBIRD/5.jpg,EASTERN BLUEBIRD,EASTERN BLUEBIRD,96.73,True
/content/test/EASTERN BLUEBONNET/1.jpg,EASTERN BLUEBONNET,EASTERN BLUEBONNET,85.4,True
/content/test/EASTERN BLUEBONNET/2.jpg,EASTERN BLUEBONNET,EASTERN BLUEBONNET,98.97,True
/content/test/EASTERN BLUEBONNET/3.jpg,EASTERN BLUEBONNET,EASTERN BLUEBONNET,95.7,True
/content/test/EASTERN BLUEBONNET/4.jpg,EASTERN BLUEBONNET,TREE SWALLOW,37.87,False
/content/test/EASTERN BLUEBONNET/5.jpg,EASTERN BLUEBONNET,EASTERN BLUEBONNET,98.28,True
/content/test/EASTERN GOLDEN WEAVER/1.jpg,EASTERN GOLDEN WEAVER,EASTERN GOLDEN WEAVER,73.13,True
/content/test/EASTERN GOLDEN WEAVER/2.jpg,EASTERN GOLDEN WEAVER,GOLDEN PARAKEET,51.96,False
/content/test/EASTERN GOLDEN WEAVER/3.jpg,EASTERN GOLDEN WEAVER,AUSTRALASIAN FIGBIRD,22.68,False
/content/test/EASTERN GOLDEN WEAVER/4.jpg,EASTERN GOLDEN WEAVER,EASTERN GOLDEN WEAVER,53.71,True
/content/test/EASTERN GOLDEN WEAVER/5.jpg,EASTERN GOLDEN WEAVER,EASTERN GOLDEN WEAVER,86.81,True
/content/test/EASTERN MEADOWLARK/1.jpg,EASTERN MEADOWLARK,EASTERN MEADOWLARK,99.92,True
/content/test/EASTERN MEADOWLARK/2.jpg,EASTERN MEADOWLARK,EASTERN MEADOWLARK,99.94,True
/content/test/EASTERN MEADOWLARK/3.jpg,EASTERN MEADOWLARK,EASTERN MEADOWLARK,99.37,True
/content/test/EASTERN MEADOWLARK/4.jpg,EASTERN MEADOWLARK,EASTERN MEADOWLARK,99.73,True
/content/test/EASTERN MEADOWLARK/5.jpg,EASTERN MEADOWLARK,EASTERN MEADOWLARK,98.73,True
/content/test/EASTERN ROSELLA/1.jpg,EASTERN ROSELLA,EASTERN ROSELLA,99.78,True
/content/test/EASTERN ROSELLA/2.jpg,EASTERN ROSELLA,EASTERN ROSELLA,99.96,True
/content/test/EASTERN ROSELLA/3.jpg,EASTERN ROSELLA,EASTERN ROSELLA,99.61,True
/content/test/EASTERN ROSELLA/4.jpg,EASTERN ROSELLA,EASTERN ROSELLA,97.27,True
/content/test/EASTERN ROSELLA/5.jpg,EASTERN ROSELLA,EASTERN ROSELLA,99.92,True
/content/test/EASTERN TOWEE/1.jpg,EASTERN TOWEE,BARN SWALLOW,19.01,False
/content/test/EASTERN TOWEE/2.jpg,EASTERN TOWEE,EASTERN TOWEE,99.02,True
/content/test/EASTERN TOWEE/3.jpg,EASTERN TOWEE,EASTERN TOWEE,97.66,True
/content/test/EASTERN TOWEE/4.jpg,EASTERN TOWEE,EASTERN TOWEE,79.36,True
/content/test/EASTERN TOWEE/5.jpg,EASTERN TOWEE,EASTERN TOWEE,96.65,True
/content/test/EASTERN WIP POOR WILL/1.jpg,EASTERN WIP POOR WILL,GREAT POTOO,88.86,False
/content/test/EASTERN WIP POOR WILL/2.jpg,EASTERN WIP POOR WILL,EASTERN WIP POOR WILL,80.76,True
/content/test/EASTERN WIP POOR WILL/3.jpg,EASTERN WIP POOR WILL,EASTERN WIP POOR WILL,82.37,True
/content/test/EASTERN WIP POOR WILL/4.jpg,EASTERN WIP POOR WILL,EASTERN WIP POOR WILL,92.2,True
/content/test/EASTERN WIP POOR WILL/5.jpg,EASTERN WIP POOR WILL,EASTERN WIP POOR WILL,83.78,True
/content/test/EASTERN YELLOW ROBIN/1.jpg,EASTERN YELLOW ROBIN,EASTERN YELLOW ROBIN,66.65,True
/content/test/EASTERN YELLOW ROBIN/2.jpg,EASTERN YELLOW ROBIN,GOLD WING WARBLER,84.15,False
/content/test/EASTERN YELLOW ROBIN/3.jpg,EASTERN YELLOW ROBIN,EASTERN YELLOW ROBIN,39.55,True
/content/test/EASTERN YELLOW ROBIN/4.jpg,EASTERN YELLOW ROBIN,GOLD WING WARBLER,62.1,False
/content/test/EASTERN YELLOW ROBIN/5.jpg,EASTERN YELLOW ROBIN,GURNEYS PITTA,33.17,False
/content/test/ECUADORIAN HILLSTAR/1.jpg,ECUADORIAN HILLSTAR,ECUADORIAN HILLSTAR,84.56,True
/content/test/ECUADORIAN HILLSTAR/2.jpg,ECUADORIAN HILLSTAR,ECUADORIAN HILLSTAR,99.16,True
/content/test/ECUADORIAN HILLSTAR/3.jpg,ECUADORIAN HILLSTAR,ECUADORIAN HILLSTAR,75.84,True
/content/test/ECUADORIAN HILLSTAR/4.jpg,ECUADORIAN HILLSTAR,ECUADORIAN HILLSTAR,66.84,True
/content/test/ECUADORIAN HILLSTAR/5.jpg,ECUADORIAN HILLSTAR,ECUADORIAN HILLSTAR,98.43,True
/content/test/EGYPTIAN GOOSE/1.jpg,EGYPTIAN GOOSE,EGYPTIAN GOOSE,98.83,True
/content/test/EGYPTIAN GOOSE/2.jpg,EGYPTIAN GOOSE,EGYPTIAN GOOSE,99.52,True
/content/test/EGYPTIAN GOOSE/3.jpg,EGYPTIAN GOOSE,EGYPTIAN GOOSE,99.94,True
/content/test/EGYPTIAN GOOSE/4.jpg,EGYPTIAN GOOSE,EGYPTIAN GOOSE,99.86,True
/content/test/EGYPTIAN GOOSE/5.jpg,EGYPTIAN GOOSE,EGYPTIAN GOOSE,99.97,True
/content/test/ELEGANT TROGON/1.jpg,ELEGANT TROGON,ELEGANT TROGON,60.29,True
/content/test/ELEGANT TROGON/2.jpg,ELEGANT TROGON,ELEGANT TROGON,90.15,True
/content/test/ELEGANT TROGON/3.jpg,ELEGANT TROGON,ELEGANT TROGON,99.52,True
/content/test/ELEGANT TROGON/4.jpg,ELEGANT TROGON,ELEGANT TROGON,87.15,True
/content/test/ELEGANT TROGON/5.jpg,ELEGANT TROGON,ELEGANT TROGON,99.95,True
/content/test/ELLIOTS  PHEASANT/1.jpg,ELLIOTS  PHEASANT,ELLIOTS  PHEASANT,98.69,True
/content/test/ELLIOTS  PHEASANT/2.jpg,ELLIOTS  PHEASANT,ELLIOTS  PHEASANT,84.97,True
/content/test/ELLIOTS  PHEASANT/3.jpg,ELLIOTS  PHEASANT,ELLIOTS  PHEASANT,97.84,True
/content/test/ELLIOTS  PHEASANT/4.jpg,ELLIOTS  PHEASANT,ELLIOTS  PHEASANT,88.94,True
/content/test/ELLIOTS  PHEASANT/5.jpg,ELLIOTS  PHEASANT,ELLIOTS  PHEASANT,98.58,True
/content/test/EMERALD TANAGER/1.jpg,EMERALD TANAGER,EMERALD TANAGER,99.5,True
/content/test/EMERALD TANAGER/2.jpg,EMERALD TANAGER,EMERALD TANAGER,99.98,True
/content/test/EMERALD TANAGER/3.jpg,EMERALD TANAGER,EMERALD TANAGER,99.77,True
/content/test/EMERALD TANAGER/4.jpg,EMERALD TANAGER,EMERALD TANAGER,97.18,True
/content/test/EMERALD TANAGER/5.jpg,EMERALD TANAGER,EMERALD TANAGER,99.97,True
/content/test/EMPEROR PENGUIN/1.jpg,EMPEROR PENGUIN,EMPEROR PENGUIN,99.59,True
/content/test/EMPEROR PENGUIN/2.jpg,EMPEROR PENGUIN,EMPEROR PENGUIN,99.96,True
/content/test/EMPEROR PENGUIN/3.jpg,EMPEROR PENGUIN,EMPEROR PENGUIN,98.85,True
/content/test/EMPEROR PENGUIN/4.jpg,EMPEROR PENGUIN,EMPEROR PENGUIN,99.61,True
/content/test/EMPEROR PENGUIN/5.jpg,EMPEROR PENGUIN,EMPEROR PENGUIN,99.7,True
/content/test/EMU/1.jpg,EMU,EMU,99.86,True
/content/test/EMU/2.jpg,EMU,EMU,99.81,True
/content/test/EMU/3.jpg,EMU,VISAYAN HORNBILL,54.23,False
/content/test/EMU/4.jpg,EMU,EMU,99.99,True
/content/test/EMU/5.jpg,EMU,EMU,99.93,True
/content/test/ENGGANO MYNA/1.jpg,ENGGANO MYNA,ENGGANO MYNA,99.74,True
/content/test/ENGGANO MYNA/2.jpg,ENGGANO MYNA,ENGGANO MYNA,98.15,True
/content/test/ENGGANO MYNA/3.jpg,ENGGANO MYNA,ENGGANO MYNA,93.27,True
/content/test/ENGGANO MYNA/4.jpg,ENGGANO MYNA,ENGGANO MYNA,99.92,True
/content/test/ENGGANO MYNA/5.jpg,ENGGANO MYNA,ENGGANO MYNA,98.65,True
/content/test/EURASIAN BULLFINCH/1.jpg,EURASIAN BULLFINCH,RUFOUS TREPE,35.9,False
/content/test/EURASIAN BULLFINCH/2.jpg,EURASIAN BULLFINCH,EURASIAN BULLFINCH,48.31,True
/content/test/EURASIAN BULLFINCH/3.jpg,EURASIAN BULLFINCH,HAWFINCH,29.24,False
/content/test/EURASIAN BULLFINCH/4.jpg,EURASIAN BULLFINCH,RUFOUS TREPE,23.45,False
/content/test/EURASIAN BULLFINCH/5.jpg,EURASIAN BULLFINCH,EURASIAN BULLFINCH,99.79,True
/content/test/EURASIAN GOLDEN ORIOLE/1.jpg,EURASIAN GOLDEN ORIOLE,EURASIAN GOLDEN ORIOLE,70.18,True
/content/test/EURASIAN GOLDEN ORIOLE/2.jpg,EURASIAN GOLDEN ORIOLE,EURASIAN GOLDEN ORIOLE,62.64,True
/content/test/EURASIAN GOLDEN ORIOLE/3.jpg,EURASIAN GOLDEN ORIOLE,EURASIAN GOLDEN ORIOLE,96.98,True
/content/test/EURASIAN GOLDEN ORIOLE/4.jpg,EURASIAN GOLDEN ORIOLE,EURASIAN GOLDEN ORIOLE,55.05,True
/content/test/EURASIAN GOLDEN ORIOLE/5.jpg,EURASIAN GOLDEN ORIOLE,EURASIAN GOLDEN ORIOLE,80.99,True
/content/test/EURASIAN MAGPIE/1.jpg,EURASIAN MAGPIE,EURASIAN MAGPIE,99.73,True
/content/test/EURASIAN MAGPIE/2.jpg,EURASIAN MAGPIE,EURASIAN MAGPIE,99.95,True
/content/test/EURASIAN MAGPIE/3.jpg,EURASIAN MAGPIE,EURASIAN MAGPIE,99.96,True
/content/test/EURASIAN MAGPIE/4.jpg,EURASIAN MAGPIE,EURASIAN MAGPIE,99.98,True
/content/test/EURASIAN MAGPIE/5.jpg,EURASIAN MAGPIE,EURASIAN MAGPIE,97.5,True
/content/test/EUROPEAN GOLDFINCH/1.jpg,EUROPEAN GOLDFINCH,EUROPEAN GOLDFINCH,99.89,True
/content/test/EUROPEAN GOLDFINCH/2.jpg,EUROPEAN GOLDFINCH,EUROPEAN GOLDFINCH,99.33,True
/content/test/EUROPEAN GOLDFINCH/3.jpg,EUROPEAN GOLDFINCH,EUROPEAN GOLDFINCH,99.98,True
/content/test/EUROPEAN GOLDFINCH/4.jpg,EUROPEAN GOLDFINCH,EUROPEAN GOLDFINCH,94.85,True
/content/test/EUROPEAN GOLDFINCH/5.jpg,EUROPEAN GOLDFINCH,EUROPEAN GOLDFINCH,97.25,True
